128, 0, 0, 88.0, 90, 67, 134, 112, 59, 174, 92, 89.0, 93, 98, 129, 146, 0, 0
130, 0, 0, 88.0, 91, 68, 135, 114, 61, 174, 92, 89.0, 94, 101, 128, 147, 0, 0
132, 0, 0, 88.0, 93, 70, 136, 117, 63, 174, 92, 89.0, 96, 104, 126, 148, 0, 0
134, 0, 0, 88.0, 94, 72, 137, 119, 65, 174, 92, 89.0, 97, 107, 123, 149, 0, 0
137, 0, 0, 88.0, 96, 74, 137, 121, 67, 174, 92, 89.0, 99, 110, 121, 150, 0, 0
139, 0, 0, 88.0, 97, 76, 137, 124, 70, 174, 92, 89.0, 100, 114, 118, 150, 0, 0
141, 0, 0, 88.0, 99, 78, 137, 126, 72, 174, 92, 89.0, 102, 117, 115, 150, 0, 0
144, 0, 0, 88.0, 101, 81, 136, 128, 74, 174, 92, 89.0, 103, 121, 111, 150, 0, 0
144, 0, 0, 88.0, 101, 81, 136, 128, 72, 174, 92, 89.0, 103, 119, 116, 153, 0, 0
144, 0, 0, 88.0, 101, 81, 136, 128, 71, 174, 92, 89.0, 104, 117, 121, 156, 0, 0
144, 0, 0, 88.0, 101, 81, 136, 128, 69, 174, 92, 89.0, 104, 116, 125, 159, 0, 0
144, 0, 0, 88.0, 101, 81, 136, 128, 67, 174, 92, 89.0, 105, 114, 129, 162, 0, 0
144, 0, 0, 88.0, 101, 81, 136, 128, 66, 174, 92, 89.0, 106, 113, 133, 165, 0, 0
144, 0, 0, 88.0, 101, 81, 136, 128, 64, 174, 92, 89.0, 106, 112, 137, 168, 0, 0
144, 0, 0, 88.0, 101, 81, 136, 128, 63, 174, 92, 89.0, 107, 111, 141, 171, 0, 0
144, 0, 0, 88.0, 101, 80, 136, 127, 63, 174, 92, 89.0, 107, 103, 146, 167, 0, 0
144, 0, 0, 88.0, 101, 80, 136, 127, 63, 174, 92, 89.0, 107, 94, 150, 162, 0, 0
144, 0, 0, 88.0, 101, 80, 136, 126, 63, 174, 92, 89.0, 107, 86, 152, 157, 0, 0
144, 0, 0, 88.0, 101, 79, 136, 126, 63, 174, 92, 89.0, 107, 77, 154, 150, 0, 0
144, 0, 0, 88.0, 101, 79, 136, 125, 63, 174, 92, 89.0, 107, 70, 154, 143, 0, 0
144, 0, 0, 88.0, 101, 78, 136, 125, 63, 174, 92, 89.0, 107, 63, 154, 135, 0, 0
144, 0, 0, 88.0, 101, 78, 136, 125, 63, 174, 92, 89.0, 107, 57, 152, 127, 0, 0
141, 0, 0, 88.0, 99, 79, 137, 127, 62, 174, 92, 89.0, 104, 59, 150, 127, 0, 0
139, 0, 0, 88.0, 97, 81, 137, 128, 61, 174, 92, 89.0, 102, 61, 147, 127, 0, 0
137, 0, 0, 88.0, 96, 83, 137, 130, 60, 174, 92, 89.0, 100, 63, 144, 126, 0, 0
134, 0, 0, 88.0, 94, 85, 137, 132, 59, 174, 92, 89.0, 98, 66, 141, 125, 0, 0
132, 0, 0, 88.0, 93, 87, 136, 133, 59, 174, 92, 89.0, 96, 68, 137, 124, 0, 0
130, 0, 0, 88.0, 91, 89, 135, 135, 59, 174, 92, 89.0, 94, 71, 133, 123, 0, 0
128, 0, 0, 88.0, 90, 91, 134, 136, 59, 174, 92, 89.0, 93, 74, 129, 122, 0, 0
125, 0, 0, 88.0, 88, 94, 133, 137, 56, 174, 92, 89.0, 91, 75, 130, 124, 0, 0
123, 0, 0, 88.0, 86, 97, 131, 138, 54, 174, 92, 89.0, 89, 77, 131, 127, 0, 0
121, 0, 0, 88.0, 85, 100, 128, 139, 52, 174, 92, 89.0, 88, 79, 132, 129, 0, 0
119, 0, 0, 88.0, 83, 103, 126, 140, 49, 174, 92, 89.0, 86, 81, 132, 131, 0, 0
116, 0, 0, 88.0, 82, 107, 123, 140, 47, 174, 92, 89.0, 85, 83, 132, 134, 0, 0
114, 0, 0, 88.0, 80, 110, 120, 140, 45, 174, 92, 89.0, 83, 85, 132, 136, 0, 0
112, 0, 0, 88.0, 79, 114, 116, 140, 42, 174, 92, 89.0, 81, 88, 131, 138, 0, 0
114, 0, 0, 88.0, 79, 112, 121, 143, 42, 174, 92, 89.0, 81, 88, 131, 138, 0, 0
115, 0, 0, 88.0, 78, 110, 126, 146, 42, 174, 92, 89.0, 81, 88, 131, 138, 0, 0
117, 0, 0, 88.0, 78, 109, 130, 149, 42, 174, 92, 89.0, 81, 88, 131, 138, 0, 0
119, 0, 0, 88.0, 77, 107, 134, 152, 42, 174, 92, 89.0, 81, 88, 131, 138, 0, 0
120, 0, 0, 88.0, 76, 106, 138, 155, 42, 174, 92, 89.0, 81, 88, 131, 138, 0, 0
