Wall time,Step,Value
1749245966.7121608,25600,546.4549560546875
1749246060.2183526,76800,549.6036376953125
1749246069.525529,81920,550.1181640625
1749246097.4304132,97280,549.7276611328125
1749246171.8495624,138240,549.1707153320312
1749246181.151327,143360,550.4381103515625
1749246302.4333344,209920,550.7650146484375
1749246367.6456635,245760,548.2521362304688
1749246376.9278123,250880,551.6015625
1749246386.2098827,256000,551.6064453125
1749246507.1621087,322560,552.7738647460938
1749246516.4867718,327680,549.0864868164062
1749246553.7313795,348160,549.1769409179688
1749246581.605801,363520,551.5987548828125
1749246590.9113324,368640,550.2169799804688
1749246646.701476,399360,554.0328979492188
1749246693.170374,424960,550.2987670898438
1749246758.1371748,460800,552.37646484375
1749246850.8204134,512000,556.0401000976562
1749246887.7521183,532480,555.1400146484375
1749246924.7460997,552960,551.92041015625
1749247053.1394057,624640,562.0944213867188
1749247089.7813714,645120,560.7135009765625
1749247098.9010596,650240,561.4280395507812
1749247117.0979652,660480,561.3685913085938
1749247135.299694,670720,563.8400268554688
1749247189.832593,701440,561.4828491210938
1749247262.5402377,742400,563.1564331054688
1749247280.7063015,752640,563.4383544921875
1749247289.739777,757760,566.787841796875
1749247316.9467,773120,564.032470703125
1749247380.5588279,808960,561.7753295898438
1749247407.7829099,824320,564.9924926757812
1749247425.953459,834560,565.27880859375
1749247444.1771452,844800,561.361572265625
1749247516.7319336,885760,562.8975830078125
1749247562.0868027,911360,563.1655883789062
1749247625.779509,947200,561.9852294921875
1749247689.4311237,983040,560.5252075195312
1749247698.5080285,988160,564.0744018554688
1749247798.4045932,1044480,565.8590698242188
1749247816.6381335,1054720,560.3555297851562
1749247889.1479843,1095680,567.8720703125
1749248034.4615815,1177600,562.7391357421875
1749248170.7655618,1254400,564.2998046875
1749248179.8487365,1259520,563.6871337890625
1749248297.7981758,1326080,567.6597290039062
1749248306.852504,1331200,565.4826049804688
1749248416.0599756,1392640,561.2210083007812
1749248443.3065536,1408000,564.6420288085938
1749248516.0330067,1448960,563.473388671875
1749248543.286958,1464320,561.43994140625
1749248570.548529,1479680,559.8533935546875
1749248588.751576,1489920,564.2730712890625
1749248634.0876963,1515520,563.2388916015625
1749248652.180324,1525760,566.41357421875
1749248752.1182473,1582080,562.7543334960938
1749248788.4405801,1602560,563.69677734375
1749248824.8339715,1623040,561.9381103515625
1749248843.0816855,1633280,561.1886596679688
1749248852.1960876,1638400,561.7535400390625
1749248879.544768,1653760,561.7560424804688
1749249088.474676,1771520,562.360595703125
1749249097.5376182,1776640,564.9457397460938
1749249206.61521,1838080,563.2542114257812
1749249261.2025836,1868800,562.7816772460938
1749249270.2515602,1873920,565.8175048828125
1749249279.3305268,1879040,563.9483032226562
1749249388.1322644,1940480,561.0242309570312
1749249460.9488192,1981440,561.3109130859375
1749249497.3595815,2001920,561.1079711914062
1749249515.5082157,2012160,565.4692993164062
1749249560.7873292,2037760,565.0244750976562
1749249606.1674147,2063360,566.7592163085938
1749249624.4103963,2073600,560.7352294921875
1749249724.25953,2129920,566.3358154296875
1749249778.6971154,2160640,567.2138671875
1749249787.7492418,2165760,565.6202392578125
1749249914.999004,2237440,564.6314086914062
1749249924.0929275,2242560,563.020751953125
1749249942.2445054,2252800,562.7651977539062
1749250005.715371,2288640,564.1954956054688
1749250060.367039,2319360,562.09912109375
1749250096.7256684,2339840,563.7012939453125
1749250142.2469556,2365440,563.5747680664062
1749250178.625872,2385920,563.1787109375
1749250205.9315739,2401280,562.020263671875
1749250224.1139703,2411520,563.6820678710938
1749250260.387832,2432000,564.9254760742188
1749250269.4442513,2437120,565.3524169921875
1749250314.8679428,2462720,562.4411010742188
1749250323.9934454,2467840,561.0728149414062
1749250378.5605125,2498560,564.1509399414062
1749250587.366849,2616320,563.792724609375
1749250605.5350246,2626560,564.440185546875
1749250614.6006687,2631680,564.7750854492188
1749250623.681777,2636800,563.8153686523438
1749250650.9920251,2652160,560.4270629882812
1749250669.1497796,2662400,566.0490112304688
1749250796.4142773,2734080,565.8580932617188
1749250805.4963553,2739200,563.75537109375
1749250823.6809106,2749440,563.6705932617188
1749250841.8152478,2759680,566.4063720703125
1749250859.9065564,2769920,565.8604736328125
1749250896.310171,2790400,565.2113647460938
1749250914.4044163,2800640,564.8135986328125
1749250950.7346568,2821120,562.7149047851562
1749250968.9485173,2831360,561.1473388671875
1749251005.2262409,2851840,564.4052124023438
1749251059.7301805,2882560,562.2898559570312
1749251077.955113,2892800,560.683837890625
1749251114.3327565,2913280,564.797607421875
1749251259.4738266,2995200,561.8021240234375
1749251313.9917607,3025920,564.2810668945312
1749251350.4101613,3046400,559.333251953125
1749251368.5671468,3056640,564.6820678710938
1749251523.2263584,3143680,565.5327758789062
1749251532.2796662,3148800,565.5464477539062
1749251604.8646164,3189760,565.5935668945312
1749251613.9402776,3194880,564.1536865234375
1749251659.4123344,3220480,563.68798828125
1749251668.493269,3225600,563.8261108398438
1749251741.1820261,3266560,562.8153076171875
1749251795.605546,3297280,563.338134765625
1749251804.7151687,3302400,562.0507202148438
1749251850.1361544,3328000,564.9052734375
1749251931.9200945,3374080,561.57763671875
1749251950.095119,3384320,565.5677490234375
1749252013.5547655,3420160,564.7969360351562
1749252086.0840583,3461120,564.7328491210938
1749252095.1919694,3466240,562.1539916992188
1749252167.8913558,3507200,564.4242553710938
1749252240.4921362,3548160,565.2471923828125
1749252258.6457794,3558400,565.0667724609375
1749252404.1984155,3640320,564.5525512695312
1749252504.1943173,3696640,564.0432739257812
1749252522.4162846,3706880,563.5955810546875
1749252540.592347,3717120,563.65185546875
1749252567.871641,3732480,561.9988403320312
1749252576.9543827,3737600,563.7132568359375
1749252595.151637,3747840,561.2389526367188
1749252604.228473,3752960,564.0806274414062
1749252613.2783303,3758080,565.7601318359375
1749252713.3713427,3814400,559.6424560546875
1749252894.9172597,3916800,564.4568481445312
1749252995.1033769,3973120,561.8056640625
1749253004.1588373,3978240,565.4102172851562
1749253040.4507277,3998720,564.3406982421875
1749253058.6801927,4008960,560.57666015625
1749253113.2009215,4039680,567.5849609375
1749253258.3519692,4121600,561.4468994140625
1749253267.4444776,4126720,563.1064453125
1749253285.5925543,4136960,564.0158081054688
1749253312.8054233,4152320,566.4596557617188
1749253394.4387443,4198400,566.9378051757812
1749253512.3018506,4264960,565.5133056640625
1749253584.91083,4305920,565.6276245117188
1749253612.1687262,4321280,562.4879150390625
1749253739.4520702,4392960,561.3074340820312
1749253784.9467564,4418560,565.65185546875
1749253821.4652874,4439040,560.3905639648438
1749253867.0511932,4464640,562.5116577148438
1749253985.0199358,4531200,562.450439453125
1749254003.2509718,4541440,560.119384765625
1749254085.0963619,4587520,563.7949829101562
1749254103.2766068,4597760,563.3230590820312
1749254139.613996,4618240,566.2382202148438
1749254203.0941317,4654080,561.8690795898438
1749254403.014582,4766720,565.702880859375
1749254421.1768053,4776960,566.0968627929688
1749254511.8344142,4828160,563.8848876953125
1749254575.4082384,4864000,565.5020141601562
1749254702.4788895,4935680,563.4019775390625
1749254847.9175627,5017600,567.11376953125
1749254874.963811,5032960,567.1512451171875
1749254965.567005,5084160,562.5172729492188
1749254983.8597267,5094400,561.0128784179688
1749255029.3056188,5120000,561.0716552734375
1749255056.6576018,5135360,560.5098876953125
1749255074.8585365,5145600,563.0009765625
1749255174.6733382,5201920,565.4451293945312
1749255238.2139664,5237760,563.4636840820312
1749255274.610213,5258240,560.7875366210938
1749255292.707489,5268480,567.8487548828125
1749255374.400621,5314560,564.3939208984375
1749255546.8666701,5411840,567.034423828125
1749255674.2290998,5483520,562.6286010742188
1749255683.2857099,5488640,565.3399047851562
1749255701.497871,5498880,561.9961547851562
1749255737.7697103,5519360,564.6027221679688
1749255819.706105,5565440,560.6130981445312
1749255928.7840254,5626880,565.4682006835938
1749255965.082237,5647360,565.0289306640625
1749255983.1657228,5657600,566.6972045898438
1749256010.3140814,5672960,565.1659545898438
1749256028.4699035,5683200,563.4360961914062
1749256046.582501,5693440,564.412109375
1749256137.2462797,5744640,562.8528442382812
1749256173.6002667,5765120,561.296630859375
1749256182.7256944,5770240,561.0760498046875
1749256237.2980938,5800960,562.2943115234375
1749256255.4772255,5811200,563.2242431640625
1749256300.9796872,5836800,560.2144775390625
1749256364.6489525,5872640,565.1972045898438
1749256410.0271041,5898240,565.4454956054688
1749256419.116427,5903360,563.3050537109375
1749256528.2706964,5964800,561.0574951171875
1749256619.2768793,6016000,564.0875854492188
1749256637.4387143,6026240,562.4876098632812
1749256646.5627277,6031360,561.1640625
1749256710.2204516,6067200,560.7474365234375
1749256755.7675748,6092800,560.861328125
1749256792.192199,6113280,563.9730224609375
1749256801.3508945,6118400,559.0389404296875
1749256910.5227616,6179840,562.4927368164062
1749256983.146354,6220800,565.7682495117188
1749257019.4197567,6241280,564.96435546875
1749257064.9312668,6266880,561.1534423828125
1749257083.183951,6277120,561.7298583984375
1749257119.5166495,6297600,565.4912719726562
1749257255.886132,6374400,562.6978149414062
1749257274.0498383,6384640,564.6697387695312
1749257319.5244148,6410240,562.9166870117188
1749257328.5789046,6415360,565.4725952148438
1749257346.8776772,6425600,559.5777587890625
1749257374.2840416,6440960,559.7512817382812
1749257410.7133896,6461440,563.1259765625
1749257465.4771566,6492160,561.5925903320312
1749257501.8096018,6512640,563.9186401367188
1749257547.050271,6538240,562.2973022460938
1749257601.7246828,6568960,562.033935546875
1749257628.9981086,6584320,561.2791137695312
1749257674.3622932,6609920,564.2340698242188
1749257701.6924076,6625280,564.9178466796875
1749257747.0661137,6650880,564.0078125
1749257783.3780446,6671360,565.613525390625
1749257819.674751,6691840,565.5855102539062
1749257901.2466931,6737920,563.57958984375
1749257964.927722,6773760,563.7758178710938
