Wall time,Step,Value
1749639690.153696,93312,-2.498676300048828
1749639883.7551038,140672,8.504508972167969
1749639915.194696,148352,11.60175895690918
1749640038.0087879,178432,12.418099403381348
1749640044.269785,179968,11.713600158691406
1749640130.6927965,201216,14.698128700256348
1749640616.8411164,321152,18.610980987548828
1749640736.202729,350720,-25.15822410583496
1749640909.9897127,393600,18.445199966430664
1749641027.865592,422656,23.745887756347656
1749641224.1682198,471168,21.17354965209961
1749641463.0997245,530048,20.53333282470703
1749641538.1005034,548608,19.906997680664062
1749641796.0468895,612352,23.472047805786133
1749641882.6777215,633728,23.027685165405273
1749641952.2848575,650880,25.777053833007812
1749642019.3416836,667392,20.765605926513672
1749642070.709271,680064,23.734853744506836
1749642083.556898,683264,24.002975463867188
1749642343.7094777,747392,23.300342559814453
1749642469.23274,778368,21.78236198425293
1749642657.2190158,824832,24.3824462890625
1749642776.5981324,854272,32.32776641845703
1749642868.945104,877056,34.909263610839844
1749643032.5418031,917504,31.08028221130371
1749643089.302625,931456,35.34183883666992
1749643368.6820908,1000448,31.260208129882812
1749643603.589385,1058432,32.3434944152832
1749643835.2618098,1115648,32.81340789794922
1749643846.6121082,1118464,31.714162826538086
1749643861.041088,1122048,20.597463607788086
1749644330.8707168,1238016,35.165748596191406
1749644413.673172,1258496,33.06023406982422
1749644421.3940036,1260416,40.99039077758789
1749644486.799297,1276544,47.11004638671875
1749644533.473248,1288064,24.061725616455078
1749644554.1275537,1293184,33.28932571411133
1749644682.917325,1325056,36.776371002197266
1749644732.5642474,1337344,33.50403594970703
1749644871.572773,1371648,29.16913414001465
1749644909.0002084,1380864,31.918495178222656
1749644960.8154068,1393664,36.21537780761719
1749645088.786169,1425280,31.824575424194336
1749645126.1598558,1434496,30.29937171936035
1749645204.9927146,1453952,33.358062744140625
1749645289.8321302,1474944,29.62413787841797
1749645307.529615,1479296,40.21127700805664
1749645351.6989148,1490176,28.7709903717041
1749645449.1418512,1514240,35.79719543457031
1749645560.4367335,1541760,37.77172088623047
1749645560.9623,1541888,-19.264873504638672
1749645636.717664,1560576,35.26553726196289
1749645684.2307017,1572352,39.2572021484375
1749645776.090302,1595008,37.77830505371094
1749645789.5794063,1598336,37.73052215576172
1749645810.817024,1603584,35.197303771972656
1749645854.9034402,1614464,48.1281623840332
1749645901.483218,1625984,36.35310745239258
1749645932.1624374,1633536,35.726654052734375
1749646054.257125,1663744,-21.6217098236084
1749646083.2679012,1670912,37.79267120361328
1749646195.4431334,1698688,35.655025482177734
1749646278.9794312,1719296,54.7820930480957
1749646284.7046156,1720704,43.31598663330078
1749646308.180245,1726464,23.03084373474121
1749646419.8099566,1753984,49.249351501464844
1749646452.4648345,1762048,35.812381744384766
1749646474.207099,1767424,45.2338981628418
1749646647.3979313,1810176,34.793067932128906
1749646784.446324,1844096,57.46039581298828
1749646924.2200608,1878656,32.02238845825195
1749646974.8212037,1891200,63.482643127441406
1749647407.9358869,1998208,59.83906936645508
1749647509.4863095,2023296,68.40419006347656
1749647524.0436099,2026880,63.78804016113281
1749647682.758801,2066048,71.42296600341797
1749647762.0960293,2085632,69.13252258300781
1749647914.159073,2123264,60.419158935546875
1749648089.3268943,2166528,71.43802642822266
1749648247.024907,2205440,84.1089096069336
1749648469.0344384,2260224,73.83863830566406
1749648495.5110946,2266752,78.7834701538086
1749648549.4257588,2280064,88.46315002441406
1749648595.1716454,2291328,70.45962524414062
1749648891.9216194,2364672,79.18165588378906
1749649137.470144,2425344,47.86771774291992
1749649184.0375648,2436864,95.36007690429688
1749649203.2317524,2441600,86.84417724609375
1749649205.2802608,2442112,77.23396301269531
1749649393.2862747,2488576,81.23298645019531
1749649520.1353726,2519936,89.962890625
1749649723.3691666,2570112,95.03851318359375
1749649769.042897,2581376,109.0022964477539
1749650001.572796,2638848,101.36062622070312
1749650056.9849513,2652544,91.67782592773438
1749650060.6140223,2653440,102.76260375976562
1749650115.5406795,2667008,112.54657745361328
1749650213.8486443,2691328,96.83600616455078
1749650258.7075222,2702464,94.50495910644531
1749650305.267987,2713984,116.65458679199219
1749650678.2649455,2806016,106.84880828857422
1749650692.2829123,2809472,112.37620544433594
1749650766.3737886,2827776,121.76749420166016
1749650787.5306756,2833024,100.98384094238281
1749650864.2187033,2851968,110.86162567138672
1749651249.4985974,2947200,140.16217041015625
1749651369.7340364,2976896,142.8038787841797
1749651384.7966273,2980608,129.8455810546875
1749651442.2892683,2994816,139.19387817382812
1749651575.3635013,3027712,146.07565307617188
1749651776.3802366,3077376,78.62089538574219
1749652024.1256733,3138688,148.152099609375
1749652030.300794,3140224,163.51739501953125
1749652672.0175364,3298560,186.4373321533203
1749652690.1261127,3303040,137.46316528320312
1749652818.3393993,3334656,196.92495727539062
1749652834.9535825,3338752,96.481689453125
1749652961.3119895,3369984,211.716064453125
1749652985.1206002,3375872,212.0523223876953
1749653063.8833375,3395328,189.95787048339844
1749653072.1262887,3397376,184.9574432373047
1749653155.5436769,3417984,172.92681884765625
1749653342.4905334,3464064,197.869140625
1749653585.332926,3524096,147.30416870117188
1749653662.6217139,3543168,204.94430541992188
1749653711.7343483,3555328,187.4705352783203
1749653798.518895,3576832,215.9261932373047
1749654361.033677,3715712,234.25515747070312
1749654691.7510772,3797248,155.8373260498047
1749655054.7817748,3886976,178.63560485839844
1749713481.456146,18328960,24.661888122558594
1749713489.2154665,18330880,23.753694534301758
1749713554.8757813,18347136,89.66144561767578
1749713555.398724,18347264,23.62453269958496
1749713559.01897,18348160,19.112281799316406
1749713562.1201034,18348928,-124.9772720336914
1749713565.7422767,18349824,12.292234420776367
1749713567.7935486,18350336,49.20767593383789
1749713580.235558,18353408,145.4428253173828
1749713600.3918254,18358400,9.883688926696777
1749713614.4424124,18361856,20.195507049560547
1749713621.7544565,18363648,37.46297073364258
1749713623.8117716,18364160,12.525567054748535
1749713631.566893,18366080,18.90485382080078
1749713632.0917573,18366208,46.7634391784668
1749713640.3090441,18368256,-11.688578605651855
1749713643.954286,18369152,0.7546668648719788
1749713651.7107732,18371072,84.02958679199219
1749713675.5217211,18376960,44.70980453491211
1749713682.8569772,18378752,27.518455505371094
1749713689.6083388,18380416,100.93916320800781
1749713698.8807888,18382720,27.88152503967285
1749713699.9141414,18382976,20.380483627319336
1749713701.9933898,18383488,4.060606002807617
1749713703.050084,18383744,11.232575416564941
1749713708.7351258,18385152,15.520767211914062
1749713711.3091733,18385792,19.076414108276367
1749713722.177491,18388480,19.556909561157227
1749713743.4646559,18393728,58.535179138183594
1749713750.213025,18395392,48.986534118652344
1749713752.273549,18395904,18.611923217773438
1749713765.2468636,18399104,52.02803421020508
1749713824.0269,18413568,85.91407012939453
1749713835.9507418,18416512,76.44965362548828
1749713844.7256176,18418688,80.2782974243164
1749713849.404025,18419840,16.076568603515625
1749713849.92791,18419968,54.99538803100586
1749713853.0190394,18420736,12.960521697998047
1749713855.6213474,18421376,30.850488662719727
1749713876.344048,18426496,10.671977043151855
1749713877.376182,18426752,51.985416412353516
1749713878.9507399,18427136,15.608781814575195
1749713885.6733706,18428800,-1.517685055732727
1749713886.6876142,18429056,209.23065185546875
1749713896.4021065,18431488,78.80168914794922
1749713903.6307423,18433280,22.761661529541016
1749713907.2601252,18434176,72.37047576904297
1749713909.3284955,18434688,40.0182991027832
1749713945.5580764,18443648,133.73080444335938
1749713959.0952969,18446976,17.32895278930664
1749713959.6187077,18447104,43.24101638793945
1749713967.9128277,18449152,116.89588165283203
1749713981.3526602,18452480,16.149051666259766
1749713990.7224295,18454784,31.178117752075195
1749713999.5392432,18456960,225.91836547851562
1749714004.1788876,18458112,18.65281105041504
1749714031.6667607,18464896,16.045732498168945
1749714041.4683676,18467328,27.99444580078125
1749714044.5823774,18468096,-39.55242156982422
1749714065.7457767,18473344,17.442426681518555
1749714090.480472,18479488,245.647216796875
1749714101.9480374,18482304,17.0916748046875
1749714121.0522895,18487040,26.548322677612305
1749714124.1627915,18487808,87.1326904296875
1749714130.9242523,18489472,18.512454986572266
1749714198.4411607,18506112,12.88163948059082
1749714199.4742732,18506368,62.36389923095703
1749714204.1446052,18507520,81.79950714111328
1749714221.817592,18511872,225.08204650878906
1749714225.4501262,18512768,43.27408218383789
1749714238.8776813,18516096,9.436049461364746
1749714242.5145228,18516992,39.17329025268555
1749714244.0527163,18517376,130.19944763183594
1749714247.2011783,18518144,25.175159454345703
1749714248.7441611,18518528,269.5549011230469
1749714272.941893,18524544,44.62667465209961
1749714285.7805665,18527744,10.550572395324707
1749714298.6949694,18530944,27.26199722290039
1749714308.54668,18533376,11.35089111328125
1749714327.3054852,18537984,19.776334762573242
1749714341.3059819,18541440,106.98725891113281
1749714387.4440937,18552832,92.81554412841797
1749714391.0951624,18553728,222.3328857421875
1749714410.80729,18558592,19.986967086791992
1749714421.7129486,18561280,112.08322143554688
1749714422.7573752,18561536,14.057044982910156
1749714426.3644657,18562432,35.21845626831055
1749714427.3850105,18562688,271.21221923828125
1749714444.5289185,18566912,98.98001098632812
1749714484.007945,18576640,13.616552352905273
1749714487.1306646,18577408,52.00144958496094
1749714551.8341353,18593408,160.9327850341797
1749714570.5040889,18598016,279.4193420410156
1749714610.8948047,18608000,143.77284240722656
1749714639.2748756,18615040,265.92132568359375
1749714645.964778,18616704,248.6773681640625
1749714654.8342738,18618880,115.65068817138672
1749714660.0176544,18620160,152.1090850830078
1749714678.210302,18624640,256.53912353515625
1749714739.7474942,18639872,222.58309936523438
1749714778.7383208,18649472,53.407318115234375
1749714785.4744225,18651136,20.189661026000977
1749714853.276095,18667904,37.168155670166016
1749714856.9191227,18668800,8.301888465881348
1749714861.1040106,18669824,169.12725830078125
1749714924.3664515,18685440,182.3969268798828
1749714942.052304,18689792,62.19021224975586
